event_id,user_id,content_id,watch_timestamp,device,watch_time_minutes,completion_percentage,is_finished,region
df0faa4b-6741-4f7e-98cd-b6f9c503df1b,U0000068,C0000082,2025-10-03 19:24:39,Wii,126,67.4,False,Costa Rica
dd6ff348-2709-45a6-a99d-6813e779b4cc,U0000059,C0000080,2024-12-19 21:45:51,desktop,91,12.31,False,Panama
7db5fd3b-9d35-492c-a316-52934db864d9,U0000018,C0000041,2024-08-29 07:19:07,tablet,173,59.43,False,Guatemala
c4455533-7438-421e-81ba-53570efc7ff4,U0000050,C0000054,2027-05-06 04:36:24,Wii,131,69.65,False,Brazil
9951bee0-8a4c-4e60-860c-c340603077e0,U0000089,C0000083,2024-12-20 17:10:31,desktop,138,49.18,False,Argentina
1caa3b53-f513-47ea-809e-8feba245db95,U0000058,C0000080,2024-04-19 11:00:31,tablet,216,19.52,False,Colombia
60fe8bb4-0fd2-4fc9-950f-cfe5c38385ef,U0000065,C0000084,2026-10-10 13:43:31,Wii,144,81.71,False,Honduras
2d4fd0b1-4621-4740-80d3-14d27672f4c1,U0000073,C0000004,2028-06-17 07:18:02,desktop,22,49.38,False,Chile
111f93e4-e173-48ae-9e6b-baf53a67fc6f,U0000100,C0000059,2027-03-04 23:49:49,nintendo 3ds,44,54.22,False,Nicaragua
73c6775f-f1a5-4e90-9c95-87edc4a6d524,U0000015,C0000035,2028-05-06 17:52:23,mobile,147,51.57,False,Honduras
36c3aa0b-4990-47c6-974c-610e907df0a3,U0000014,C0000095,2028-08-26 20:48:15,desktop,109,55.09,False,USA
9a9d340a-e895-4e88-b41c-87a7f45f957a,U0000012,C0000057,2028-11-07 03:49:51,laptop,90,45.52,False,Colombia
be725ec9-18ea-4356-926f-c0cd2a4023f4,U0000089,C0000045,2028-10-29 22:39:40,Wii,151,81.26,False,Brazil
bb2ea829-263a-4385-8875-427ccc4faa12,U0000027,C0000027,2028-07-07 01:36:22,desktop,201,62.0,False,Panama
b1174806-b686-48e0-a187-de3c7d20c8ec,U0000091,C0000038,2025-08-15 18:17:54,smart_tv,83,54.34,False,Argentina
14b34260-3de3-4b2c-a621-c6c655d7ea20,U0000053,C0000008,2025-07-21 20:08:44,tablet,202,96.31,True,Chile
4c11ef49-afa1-4fcf-951d-a1f105a79a4d,U0000032,C0000098,2028-09-23 21:25:31,tablet,83,15.48,False,Costa Rica
ada2bf22-4e5d-4c26-b1c8-57e85a115cb0,U0000054,C0000049,2026-07-14 02:40:50,smart_tv,161,63.61,False,Cuba
00a97f39-4bc9-4d0d-b7d1-c68020290a23,U0000089,C0000048,2026-07-20 15:20:37,mobile,72,52.05,False,Canada
c637352c-7fff-4d69-8987-bb60c9d8f945,U0000082,C0000086,2027-11-29 11:54:04,Wii,118,73.36,False,Colombia
bb99a96c-bf72-4502-acf8-d0a0e53292a3,U0000028,C0000064,2025-07-03 10:53:18,frige,212,96.84,True,Nicaragua
fd1219c8-704a-491e-9130-3023498c143d,U0000063,C0000044,2027-10-29 01:02:06,nintendo 3ds,145,58.22,False,Mexico
ce9da627-4b29-4ecf-8edb-172cd8379163,U0000021,C0000057,2026-07-23 00:27:12,tablet,220,13.3,False,Venezuela
736166e6-f82f-4284-9c49-965e7e5ec107,U0000036,C0000012,2027-09-02 11:16:05,frige,239,16.74,False,Brazil
662d6172-8743-4171-9a13-8da81fbfecc9,U0000040,C0000093,2027-12-03 07:27:41,smart_tv,161,6.13,False,Spain
5dd4761c-cdd9-4783-9ff0-87ba5fcb9db2,U0000010,C0000017,2027-04-30 07:33:43,nintendo 3ds,123,1.11,False,Mexico
760f26bd-d798-4be9-9835-5585da9d1a59,U0000016,C0000055,2027-11-22 04:30:04,laptop,88,1.8,False,Cuba
a90db09b-bb1c-4e7a-9e6b-a8258195459f,U0000014,C0000014,2025-10-03 11:56:19,tablet,207,9.84,False,Cuba
364404c3-7b89-4e07-a333-218b0255bd69,U0000018,C0000083,2027-10-18 04:04:33,mobile,193,77.57,False,Panama
4763d4ac-5313-41f8-b231-ea1c00512e7f,U0000045,C0000093,2025-03-12 20:47:09,Wii,113,65.35,False,Panama
e21c4c48-6bc2-4a1d-bfcf-e123d12b270e,U0000028,C0000012,2024-07-24 04:48:07,Wii,221,68.97,False,Guatemala
193bb3f1-063e-48bd-b73c-87d89435d746,U0000018,C0000032,2025-07-21 20:05:15,desktop,81,96.36,True,Mexico
e738266c-d0b3-4a13-aec7-03e1d242d9d7,U0000039,C0000027,2026-11-26 19:32:12,Wii,169,84.94,False,Venezuela
f467b875-a6b6-417e-9323-856b6ceb27f3,U0000031,C0000064,2026-03-01 03:15:31,smart_tv,201,64.97,False,El Salvador
738301c4-f6fd-4167-8d9e-72c2e9267765,U0000047,C0000041,2024-09-27 12:55:53,Wii,4,88.98,False,Guatemala
b4d7e938-c848-47ba-93d8-98c0276493f0,U0000098,C0000061,2028-04-26 02:01:37,smart_tv,45,55.09,False,Mexico
01422117-399a-42b1-949a-871ca1884449,U0000008,C0000051,2026-11-03 09:40:45,Wii,11,26.96,False,Bolivia
c76b7fa1-8bf7-4d22-9956-5f9eaf7f825e,U0000082,C0000069,2027-01-06 19:09:17,smart_tv,22,70.48,False,Venezuela
b4d30871-1f34-43d8-9af8-954390a05a91,U0000027,C0000020,2027-01-03 10:25:37,smart_tv,236,8.82,False,Venezuela
dcc1fb15-fedb-4289-8911-5d1fc84796a1,U0000031,C0000008,2025-05-15 02:59:27,smart_tv,187,70.17,False,Honduras
55881fb3-4c73-47e6-98ef-52a76ed738e3,U0000040,C0000086,2028-02-27 21:47:11,smart_tv,15,61.62,False,Mexico
58bbbe87-7dee-4f8f-bf5a-49ab8b8b58c3,U0000002,C0000021,2026-10-13 11:33:33,desktop,180,71.08,False,Brazil
12b96cf2-2a71-460d-ae69-8f3ca1f6711d,U0000100,C0000035,2028-02-10 03:49:57,mobile,192,37.82,False,Ecuador
ee945842-6274-44a6-9586-dff4b5d47373,U0000068,C0000009,2025-06-22 22:36:40,smart_tv,70,80.9,False,Paraguay
4a222c6b-f754-469d-a765-e58713fc6957,U0000008,C0000064,2028-10-25 18:10:23,tablet,93,46.06,False,Peru
9ccf5948-314b-4b51-b6a8-03045e986273,U0000074,C0000087,2028-01-20 03:14:47,mobile,229,77.56,False,USA
5e34a00b-0b6c-4bfc-96dd-70d904e5f3a9,U0000032,C0000006,2026-08-24 11:24:58,tablet,4,86.01,False,Brazil
34c710db-ac32-45f6-8bf9-52e8754293ce,U0000005,C0000071,2028-07-02 22:47:41,Wii,220,93.18,True,Chile
2a7625e5-cf87-404a-9046-c83f7b33650f,U0000093,C0000041,2025-07-09 02:36:23,smart_tv,107,32.86,False,El Salvador
c272a74f-3ffc-437b-aa9e-d04388e37d74,U0000023,C0000029,2028-07-05 16:02:25,smart_tv,14,67.66,False,Honduras
404ec611-bf21-4114-9d3f-e250421bdd4b,U0000040,C0000042,2024-06-25 17:29:00,frige,199,86.74,False,Colombia
10214c5b-9f29-4012-8094-8333c689acb8,U0000039,C0000095,2027-06-29 07:29:23,nintendo 3ds,201,29.87,False,Colombia
3fc5857e-f7b3-4e77-8947-645c4b121495,U0000098,C0000032,2024-11-04 00:59:26,mobile,140,73.51,False,Chile
3f59227d-1dcd-4e27-bd5a-c6102d9556b6,U0000089,C0000002,2025-11-17 00:48:42,Wii,163,54.61,False,Venezuela
4777fc3d-d8df-4014-bd11-31e358029dda,U0000031,C0000054,2026-10-04 01:09:45,desktop,136,11.29,False,Canada
839aa8e5-3a6c-4bda-8a3a-2ad8502c0b8d,U0000067,C0000053,2027-12-06 11:29:47,smart_tv,60,5.35,False,Costa Rica
ab9a8db6-d9fa-4d82-9ee9-9ba49b93953a,U0000082,C0000051,2024-06-02 18:36:03,Wii,35,10.46,False,Argentina
6314dd06-ad37-42ec-9cc2-fcc80690a93c,U0000041,C0000051,2027-12-06 23:20:20,nintendo 3ds,67,24.44,False,Peru
a8653526-5803-4f66-9121-abc236e4d471,U0000018,C0000100,2028-04-26 18:06:09,smart_tv,52,24.13,False,Brazil
39e984b9-0474-4acc-a4e1-a1819ba430a5,U0000053,C0000016,2027-01-02 11:49:13,nintendo 3ds,81,45.51,False,Venezuela
bbe58022-257d-47d0-b6f9-e2b2ef08c65e,U0000016,C0000012,2024-11-18 21:19:52,mobile,219,46.87,False,Colombia
c632f1ef-7206-49fd-bebe-32e96fd9ef97,U0000019,C0000012,2027-12-27 07:22:25,mobile,84,83.76,False,Venezuela
6e7131e0-2c0f-4e9f-a993-29392503b21b,U0000004,C0000052,2028-10-16 14:35:47,laptop,45,26.76,False,Spain
2d5c9839-5b1d-4441-8326-ec0cc39bf70a,U0000018,C0000016,2024-01-25 01:53:49,laptop,206,46.74,False,Argentina
e6ff5ad6-861d-42bd-adb0-9bbae8e75b6e,U0000048,C0000088,2027-07-14 20:05:37,desktop,103,20.62,False,Canada
f7084994-fe41-4fe9-828b-2e75969410fb,U0000026,C0000083,2026-06-27 04:05:57,frige,17,3.16,False,Spain
18b89c87-b935-44ed-b2ba-a4d755951a4e,U0000007,C0000022,2027-03-21 13:52:46,Wii,119,5.23,False,Paraguay
3418fa6e-02f1-4087-916b-45640ef5c553,U0000055,C0000023,2025-12-25 06:58:11,desktop,175,3.92,False,Peru
275b4141-c6cb-4f1d-a9b5-b719b80550ed,U0000005,C0000079,2027-06-22 19:15:41,desktop,39,45.16,False,Paraguay
23061ca2-e787-4469-864c-e1da818d8ed2,U0000062,C0000008,2024-06-28 08:24:08,Wii,141,41.79,False,Colombia
85dfedcb-4e08-4d60-89dc-0d4739cb6878,U0000068,C0000032,2027-07-15 17:50:01,Wii,205,64.62,False,Guatemala
bbfdf2e5-c3db-4536-985f-0a33392f60a4,U0000063,C0000045,2027-03-04 16:20:24,desktop,201,48.49,False,Brazil
c54c7ebf-9dc5-4b66-a4cb-de1c430b484f,U0000029,C0000004,2028-07-18 08:03:51,nintendo 3ds,153,3.58,False,El Salvador
b67bb8df-21e7-4b27-9512-824edfc7f26d,U0000030,C0000021,2024-07-24 07:42:15,desktop,150,36.39,False,Nicaragua
8b373170-28e5-4a0d-9242-7d624712d5fc,U0000095,C0000008,2028-04-13 07:36:54,Wii,235,81.81,False,Guatemala
6a4433c7-816c-49b5-abbd-777435ddc3cd,U0000023,C0000023,2025-04-29 18:20:51,frige,217,93.59,True,Costa Rica
439fc245-efff-4222-a25d-28f76531caf0,U0000046,C0000073,2027-02-28 04:36:12,nintendo 3ds,180,3.79,False,Nicaragua
3b7f26df-15d8-484c-8409-dc1ddb5c66e3,U0000005,C0000012,2024-04-25 07:38:14,mobile,126,31.6,False,El Salvador
e99a0934-14a2-493f-8c8c-6827333ba48d,U0000079,C0000026,2028-07-09 04:21:45,tablet,85,48.32,False,Ecuador
452b108e-507a-4024-a27b-8542ee1c91bb,U0000076,C0000091,2024-10-17 03:54:33,frige,38,6.9,False,Canada
3ad18f83-959d-4174-8f23-9e7ac55b1eaf,U0000051,C0000076,2024-07-25 10:19:20,tablet,170,37.99,False,Brazil
a9449319-cbcb-4434-9ea9-b2370b7ce503,U0000082,C0000063,2027-08-22 10:11:45,frige,112,73.5,False,Chile
52ae0cf9-5ecd-4ba5-84fb-6a23efeeb636,U0000023,C0000049,2025-09-20 23:44:18,tablet,209,66.89,False,Brazil
3113c798-1d74-4a77-a7f6-05a6e175d2af,U0000074,C0000051,2028-10-08 18:02:11,frige,180,73.15,False,Panama
b8904279-ed84-4deb-b7f0-8ed3eb19946a,U0000014,C0000064,2024-10-15 10:47:04,laptop,145,22.87,False,Guatemala
f5607634-effb-4d6f-9f95-6c2af0e72a06,U0000082,C0000012,2028-08-09 22:42:40,frige,43,98.26,True,Honduras
a5b047b1-ff0a-4a75-a730-9c8e1e69f67e,U0000032,C0000089,2024-05-18 11:16:50,smart_tv,54,2.13,False,Mexico
f05c88c4-7d58-4640-b185-b7e2b3b3af85,U0000094,C0000054,2024-12-06 13:31:56,Wii,113,5.77,False,Guatemala
822746b4-5d68-4890-a0c5-3864977dc629,U0000062,C0000074,2027-08-26 21:14:10,nintendo 3ds,26,55.06,False,Canada
b096ff79-5331-4497-a0c4-f99ce3a9587e,U0000038,C0000003,2025-10-14 08:06:04,frige,9,80.12,False,Brazil
4c339eef-4ea6-4e6a-bc0f-960337c4381f,U0000094,C0000010,2027-01-25 02:21:38,nintendo 3ds,42,88.91,False,Mexico
1dcca13e-9299-4db8-93c2-3ce0957a7291,U0000022,C0000078,2028-12-27 13:10:03,smart_tv,168,43.7,False,Ecuador
f306358c-9456-41f6-9ede-eb899e59e847,U0000053,C0000090,2027-02-08 23:59:46,desktop,49,21.35,False,Venezuela
22667808-7c75-46ce-acfb-e00956b2d4f8,U0000007,C0000051,2027-03-16 17:53:31,tablet,25,30.44,False,USA
1be5e833-be74-4188-8e76-04174b7048ab,U0000012,C0000038,2028-08-14 21:40:38,nintendo 3ds,110,36.72,False,Colombia
a91cdde5-798d-4815-a4f5-39c1f81aee7e,U0000022,C0000082,2025-08-20 02:30:54,smart_tv,53,10.6,False,Venezuela
3316077a-b238-41db-a8b9-617ec8acbbcf,U0000063,C0000085,2025-06-26 02:41:34,Wii,121,78.7,False,Brazil
ed2ac78a-9e2d-4707-94b5-e79d07160beb,U0000048,C0000024,2026-07-01 01:16:28,nintendo 3ds,98,37.73,False,Peru
e4d4226c-1c84-49e8-819d-eb7ceb4cbd84,U0000073,C0000008,2024-11-05 22:42:06,smart_tv,69,23.4,False,Guatemala
5abada56-36e9-484c-af92-ba19a6af00af,U0000097,C0000076,2025-04-10 17:03:53,Wii,106,81.01,False,El Salvador
f54d3ae7-7b1a-4875-8a58-b916989d8031,U0000088,C0000061,2027-03-18 07:30:19,smart_tv,138,42.44,False,Cuba
45fb081f-8736-44c0-8d2a-3e88e128c7b1,U0000005,C0000065,2027-03-15 16:51:36,tablet,183,90.37,True,Spain
25d4d233-2658-4071-9341-b4728d30df86,U0000023,C0000022,2025-03-09 06:08:02,Wii,115,94.98,True,Canada
4dd8dcad-744a-417d-a400-ec02f8296e20,U0000026,C0000081,2024-10-29 19:16:20,smart_tv,112,98.84,True,Canada
8b941ec7-b798-49a1-9dae-0b6cc4cfca82,U0000071,C0000042,2028-10-20 08:33:29,mobile,102,39.42,False,Panama
23c2b56d-2292-482f-952c-32f96210094c,U0000054,C0000015,2026-04-28 04:09:36,smart_tv,201,59.17,False,Spain
38090027-3fde-4408-9e99-4cbaaa4f90be,U0000037,C0000069,2028-12-07 11:56:26,desktop,26,56.71,False,Cuba
f6e2ba9f-1229-474d-ae92-50a3775b804a,U0000078,C0000061,2024-03-17 05:17:25,tablet,147,65.82,False,Panama
5de940cc-925e-48bc-83ea-cc4d33c8dd6d,U0000052,C0000005,2026-03-21 10:44:15,mobile,178,61.26,False,Paraguay
e3fd4f4e-14e6-411e-8595-76d70c9e5700,U0000048,C0000003,2025-11-22 09:19:17,nintendo 3ds,230,92.16,True,Spain
07761ffe-9011-449a-b271-57b89da44410,U0000018,C0000039,2028-03-03 14:49:52,frige,59,97.28,True,Peru
17430484-8a9a-4d22-a161-435beeaa684a,U0000083,C0000012,2025-01-19 14:13:58,Wii,155,73.15,False,Paraguay
eb67daa7-1d97-4520-9981-f17924e931da,U0000048,C0000008,2026-11-21 05:04:19,Wii,223,76.19,False,Argentina
ac74ad3d-0df6-4932-8801-af56c3c07e8f,U0000073,C0000004,2024-12-21 06:56:53,laptop,135,78.27,False,USA
f8ed936f-a1fa-4a36-bb63-7351d605e18b,U0000007,C0000047,2027-12-14 06:17:23,nintendo 3ds,117,25.7,False,El Salvador
8152e0e7-f2a5-4a52-8f7a-3ef1d0a8a841,U0000016,C0000088,2024-03-03 07:23:31,nintendo 3ds,237,40.3,False,Brazil
45d62b03-f6bb-46c2-b117-c62390609389,U0000076,C0000071,2025-12-17 11:10:53,desktop,122,96.09,True,Canada
f55a0185-b15e-4891-8771-091bf2edd9d7,U0000007,C0000021,2028-10-14 18:49:13,laptop,99,29.22,False,Chile
84a08375-b9d1-4ae7-86b4-3eeee74abd67,U0000084,C0000053,2026-11-17 00:55:49,mobile,69,68.09,False,Paraguay
dbef14db-5de5-4d35-ab7d-0dee7c747109,U0000023,C0000077,2028-06-28 00:14:16,desktop,166,91.24,True,Peru
9c6879df-a172-4595-901d-c81750ff0d8a,U0000045,C0000059,2025-05-31 06:29:19,Wii,97,42.96,False,Costa Rica
1ff5391f-f224-45d9-9f12-a69a45c35949,U0000085,C0000048,2027-02-23 20:38:38,desktop,131,11.13,False,Venezuela
a77814a0-628c-479c-bfe9-11e5055fb920,U0000009,C0000044,2025-07-20 20:20:55,desktop,124,68.76,False,Peru
f5d88511-cf80-4f13-b3f3-8fda0fdfc18d,U0000084,C0000039,2025-01-20 04:33:48,laptop,229,65.96,False,USA
03396fb3-ea08-471e-b0c4-81325ddf6771,U0000077,C0000052,2027-09-14 10:43:08,mobile,206,80.74,False,Paraguay
aaebeb68-b20f-4ca6-97ca-17f62ce4b2a9,U0000054,C0000052,2026-03-06 23:02:37,laptop,67,99.75,True,Ecuador
73bdf155-b18d-4db0-b9fc-5332b5c2416a,U0000088,C0000069,2027-07-31 15:58:42,frige,57,72.93,False,El Salvador
8c8597b2-38ab-47da-ae3b-2e8256869563,U0000085,C0000072,2025-01-05 09:06:30,tablet,44,30.72,False,Peru
b1036dd7-42d1-4697-b0ab-9af323a2815d,U0000098,C0000024,2027-10-24 10:41:05,laptop,144,72.79,False,Guatemala
10d2fadb-94d4-440a-b8dd-ea609ae5bc00,U0000040,C0000054,2028-06-02 10:23:16,desktop,224,23.11,False,Honduras
2c18c2f2-fe00-4d9e-9d05-25ac9a56c7a0,U0000007,C0000082,2027-04-10 18:39:04,nintendo 3ds,121,85.27,False,Colombia
546cea6c-4d20-4cce-9631-b652899aceb7,U0000088,C0000049,2026-12-21 09:26:03,tablet,223,50.55,False,Argentina
19000b03-c15b-4780-9571-ef0a2e1c6ec1,U0000053,C0000073,2026-07-26 04:20:55,tablet,88,99.24,True,Canada
f2f1797b-5961-446c-b15d-35d97e663588,U0000023,C0000041,2027-07-23 01:00:28,desktop,162,49.27,False,Colombia
ee013ea4-409d-47d4-bccb-57a9ca140d72,U0000074,C0000098,2024-11-20 15:50:48,smart_tv,44,76.36,False,Argentina
4ebc93af-8783-444b-a743-6ab996aed658,U0000055,C0000052,2026-05-28 15:24:00,mobile,163,61.83,False,Nicaragua
2ecefc41-f251-46ab-bb25-e74f44f9a203,U0000002,C0000042,2028-03-30 16:12:01,mobile,96,20.74,False,Chile
bbea8733-4afd-4752-9bc5-c215169af2d6,U0000045,C0000040,2024-09-21 03:24:32,desktop,225,23.4,False,Brazil
f427fe39-59b3-48aa-8698-9ab8606aa671,U0000039,C0000038,2026-07-22 23:33:38,frige,12,7.46,False,Bolivia
bfc019e7-a9b0-4d12-abb9-fd6119cb3a9c,U0000044,C0000063,2026-01-05 06:10:58,Wii,35,88.91,False,Mexico
855e87ce-e4ed-474e-bc6c-7c3dca977014,U0000017,C0000028,2028-02-12 00:37:32,tablet,187,23.61,False,Spain
dea4b190-685c-4ecb-ad99-3d43383e6eef,U0000005,C0000049,2028-11-30 20:16:49,mobile,167,37.29,False,Panama
fa7a0b09-2dfb-4ee4-bad8-c84740576d63,U0000014,C0000084,2028-09-08 00:03:44,smart_tv,170,99.47,True,Bolivia
1dcf2931-0e52-4352-b7a0-2b527bd821b4,U0000071,C0000033,2026-08-29 22:09:13,mobile,32,44.99,False,Venezuela
58526876-3f3d-413a-834a-0035761e45e1,U0000085,C0000067,2025-07-06 19:38:44,tablet,26,42.67,False,Bolivia
584b535c-f9c5-46b2-9093-6e7d252e46dd,U0000066,C0000093,2027-06-19 03:18:07,smart_tv,27,83.23,False,Paraguay
62cead92-6627-4660-a7c7-7d39bc0b630f,U0000100,C0000034,2028-08-29 16:12:22,Wii,52,20.67,False,Venezuela
cb4b1750-57f0-4a59-84c7-6dad0417a8a3,U0000064,C0000027,2027-11-10 15:21:15,mobile,141,16.88,False,Mexico
12f139d7-aa2e-4e18-9240-6f00c3e557d4,U0000015,C0000074,2027-10-02 15:09:05,smart_tv,233,67.49,False,Spain
242065af-b2fb-4703-b7f8-2b405ecf8df7,U0000030,C0000059,2025-08-29 08:29:03,smart_tv,165,90.57,True,Brazil
5c3ba177-f37c-4f16-93da-e4ba72b5cf8b,U0000038,C0000047,2028-06-29 21:20:27,smart_tv,219,87.54,False,Spain
d89c6968-e6cd-46cd-a42e-475aed0c7cea,U0000006,C0000002,2028-10-10 04:42:41,tablet,228,85.27,False,Ecuador
52cf8f2a-06e6-4c5c-9f6f-a8d2571c6942,U0000080,C0000035,2028-12-04 23:05:23,frige,113,36.4,False,Brazil
dce9bc90-530f-4fef-a0ea-ff5847ad62aa,U0000059,C0000035,2028-09-07 12:44:54,nintendo 3ds,103,12.27,False,Bolivia
56c4b148-2b64-498f-8f2a-54ee77516eea,U0000022,C0000015,2024-09-28 22:46:03,tablet,205,65.24,False,Spain
ff265780-6a4e-463e-91b7-7115c7fb877e,U0000062,C0000073,2027-10-21 14:11:39,Wii,152,42.19,False,Guatemala
fb7b6778-9062-4f9a-946f-0d0b5325120e,U0000088,C0000094,2028-12-31 04:30:58,nintendo 3ds,221,61.52,False,Spain
35590661-bc6a-4d3e-80b9-d7e177112b02,U0000006,C0000009,2025-06-19 20:20:00,laptop,113,88.87,False,Ecuador
63cfa980-ccb7-4014-a93a-61fd575c0466,U0000090,C0000080,2024-07-14 13:42:46,laptop,177,52.39,False,Paraguay
aba09767-c9a9-43c3-b938-d1e8510c0fa4,U0000083,C0000050,2024-10-31 17:57:39,mobile,174,35.23,False,Mexico
629b68f5-b31d-45dc-a189-3d5922ecd2b7,U0000065,C0000061,2028-10-10 15:55:10,smart_tv,41,64.7,False,Paraguay
8024ca31-9581-48eb-83fc-a1b380e1221a,U0000036,C0000007,2026-11-04 07:35:41,Wii,85,32.74,False,Cuba
40c3527c-c55a-4754-a234-ee9586ae7134,U0000059,C0000057,2028-06-28 18:28:05,nintendo 3ds,21,81.89,False,Honduras
57b6283d-5c96-4520-9538-5e1c0898fd28,U0000096,C0000084,2024-02-06 03:25:26,mobile,128,32.29,False,Nicaragua
badff0ff-dc6a-4fc6-b874-52e2fb6082d5,U0000012,C0000078,2027-06-21 20:19:56,laptop,212,55.36,False,Honduras
18088ec4-c63c-443d-bf02-2244760183d3,U0000007,C0000029,2028-09-25 14:21:35,nintendo 3ds,94,95.09,True,Guatemala
0e21e5c2-9681-4116-80eb-addaf7eb0485,U0000013,C0000098,2027-09-11 07:00:21,frige,30,71.88,False,Venezuela
20d1b685-9e23-44ef-98e7-e22feae6a55b,U0000090,C0000014,2024-04-03 05:31:08,Wii,96,55.22,False,Spain
ea34dea3-cdd2-48cc-8b6f-60e8f7c0b790,U0000025,C0000016,2028-10-11 12:13:29,laptop,51,26.17,False,Ecuador
f53e9db1-404e-436d-a21d-f5a4bee5c55a,U0000006,C0000082,2028-09-11 21:37:07,nintendo 3ds,107,11.67,False,Honduras
afda168b-039b-42eb-812d-8b5301a2bea1,U0000018,C0000064,2024-01-09 16:47:03,Wii,130,66.19,False,Costa Rica
0dd88b17-b7ba-4372-a9cb-0ad40f4c1188,U0000100,C0000023,2027-11-17 18:11:46,tablet,131,48.81,False,Spain
8828833c-ca9f-4cac-baf1-c39b68a4ba2c,U0000078,C0000042,2026-10-29 12:26:38,laptop,154,39.35,False,Peru
dbde859c-cb86-4c0f-9060-4110782f5bba,U0000038,C0000058,2028-07-06 04:08:26,desktop,88,40.39,False,Nicaragua
96ac96aa-eff2-4887-802e-97fbd96bb830,U0000095,C0000071,2027-07-19 06:12:13,desktop,183,86.21,False,Guatemala
5fe7e0c1-c6d5-4f32-8f7a-4eb52c0a9d14,U0000091,C0000084,2024-12-30 16:34:44,frige,34,92.2,True,Spain
94d1aca8-ec6e-431a-8f21-4b2b6850ee98,U0000062,C0000075,2027-03-14 21:45:26,desktop,144,76.32,False,Bolivia
e38b7122-843f-4b80-ac9c-87103e6dc80e,U0000014,C0000004,2026-02-19 04:03:42,mobile,134,81.02,False,Colombia
01b770f9-46f5-4785-aea6-add6b9d26ba3,U0000021,C0000037,2027-10-31 08:09:53,mobile,202,27.43,False,Venezuela
8c373361-7336-4112-8495-ae88d7a0c5c4,U0000005,C0000046,2028-07-25 14:06:39,laptop,139,21.2,False,Nicaragua
7665a39b-b582-4ecd-a06d-9131fd358df0,U0000090,C0000037,2027-11-20 21:03:59,Wii,131,39.5,False,Cuba
b2f6e5e6-605b-4860-882f-c0fee3da8c53,U0000088,C0000041,2027-02-04 01:00:47,desktop,202,42.24,False,Colombia
cb52b299-b38d-4fb9-bced-147eeaaf54a5,U0000057,C0000029,2027-07-21 22:45:41,frige,200,62.44,False,Costa Rica
c5cb3af3-f4d7-476c-b586-2dac692a49cd,U0000026,C0000100,2028-01-24 06:18:28,tablet,155,55.11,False,Canada
d9815de2-8814-4998-93b0-fd364a6a79f1,U0000095,C0000066,2024-09-01 12:02:27,desktop,45,19.51,False,Nicaragua
50b97e66-274f-40ed-a746-e7e2321698c3,U0000075,C0000033,2024-01-12 10:29:45,tablet,42,27.16,False,USA
d003c17a-54f4-417f-808e-91d77a426a95,U0000077,C0000007,2028-05-03 20:39:53,desktop,83,16.22,False,Paraguay
74f32014-3d98-4cd7-af7b-ffc622d3ba93,U0000046,C0000010,2028-05-24 22:20:33,laptop,141,79.2,False,Brazil
024445f8-9cf4-4f4f-bf52-0272b5966426,U0000065,C0000021,2026-05-01 17:34:25,smart_tv,202,52.54,False,Guatemala
d0dcd1a3-01d0-4ac2-ab46-2edd589759e8,U0000085,C0000043,2025-11-09 11:18:13,nintendo 3ds,55,22.9,False,Nicaragua
1d92a640-527e-48a8-81e6-86c916a65655,U0000002,C0000015,2027-10-01 11:28:15,laptop,167,82.55,False,USA
7c59c19c-9f8f-46d1-9d20-f08285fb487e,U0000049,C0000015,2026-03-01 08:34:46,desktop,83,68.57,False,Mexico
e7ed416f-f14d-427a-8ee9-67e6715ed0ac,U0000099,C0000048,2026-11-19 16:28:31,mobile,211,91.22,True,Venezuela
f5632bf6-c405-4948-a71d-b2324cb6ac23,U0000042,C0000066,2024-06-17 03:10:49,mobile,50,89.93,False,Canada
d335a578-d9db-4fb4-a158-3795d95b10e6,U0000100,C0000028,2028-11-06 21:27:53,smart_tv,162,21.87,False,Colombia
7c3fa7cc-9873-49fe-bb51-bf7b6e93d5e7,U0000095,C0000100,2026-06-10 20:52:04,tablet,180,54.24,False,Mexico
